model,prompt,sentence_sha256,stance,topic,prompt_tokens,completion_tokens,sentence
gpt-5-mini,codebook,f2abf6bcb4508f725d17e7460b4dad359e853f8349581554df23df28dd1814aa,neutral,guidance,,,The Committee will closely monitor incoming information and assess the implications for monetary policy.
gpt-5-mini,codebook,f2caf0067cf59dc996b78282786adacd4dd2bd50f639538d0380b134ffb5aa34,neutral,growth,379,210,"With vaccinations proceeding at a faster pace, and provincial containment restrictions on an easing path over the summer, the Canadian economy is expected to rebound strongly, led by consumer spending."
gpt-5-mini,codebook,f2d968e451104eeb9e5dd5b6d845d105d977a33025d2a57b3d3166f7698d28d3,neutral,inflation,398,150,"Inflation is anticipated to remain near its recent low level in the near term, but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of energy price declines and other factors dissipate."
gpt-5-mini,codebook,f2ff34b9db367f41d7ed305b781747dbb16950e719cd195b583381bf2cba3a59,hawkish,inflation,,,"While most indicators had suggested that longer-term inflation expectations remained well anchored, some participants saw the risk that they could drift upward, which could put additional upward pressure on inflation."
gpt-5-mini,codebook,f301d2635dabb287ca9b6dfd2a80e75cfa1a893f449dc61087b9ba8e0b959cd3,hawkish,inflation,,,There is an increasing risk that expectations of elevated inflation could become entrenched.
gpt-5-mini,codebook,f30e00950b801e3c7d533b60b3d0147cf6dde4a77ed7d86bdd47bc1a70b46793,neutral,inflation,,,Measures of core inflation remain around 5%.
gpt-5-mini,codebook,f337656117f814725f1cc02371b10d91b5632f4493a9c82e6423b22f968e52ed,neutral,financial_stability,,,"At more than $3.3 trillion, reserves remained abundant."
gpt-5-mini,codebook,f33ed3e2b3d54413f52df3a5e4f94fcf5a268df90ce367bc4f1843e98b720132,hawkish,inflation,,,"A few participants mentioned that while, overall, the household sector still retained much of the excess savings it had accumulated during the pandemic, there were signs that consumers were facing increasingly tighter budget constraints, given high inflation and, especially for low-income households, depleted savings."
gpt-5-mini,codebook,f358da08e68aea9637949e35c323d8cdf5f706d4f04653edad69b53d038e987d,dovish,growth,,,"In the months ahead, slow population growth and the weakness in the labour market will likely weigh on household spending."
gpt-5-mini,codebook,f3775fe261582c804bf60e7d778c96dc62aaa4240915b9326b1b46fcb6e810df,neutral,growth,,,"Consumption was up a modest 1%, and final domestic demand contracted with a large decline in business investment."
gpt-5-mini,codebook,f39eb6875519942c94e1e6891df525e4631662cf8457e842df0c7d531380996e,hawkish,inflation,,,Shelter costs remain the biggest contributor to above-target inflation.
gpt-5-mini,codebook,f3a4e9809b9c983f66651920131f105378cf46f2a6d17eb48b1e8f55429ae85a,dovish,employment,,,Several participants commented that labor market conditions were unlikely to be a source of inflationary pressure.
gpt-5-mini,codebook,f3b6b2f92ee3b9428904b9f6485f6e78f84ef86f41f3e35db7d72c1608d2df40,neutral,financial_stability,,,"Financial conditions have tightened since January, and the US dollar has strengthened."
gpt-5-mini,codebook,f3cad0699535f457b1c7e1b29a28372d2111c5fbc206dbc800719af834d4e298,neutral,growth,366,85,"Exports fell in late 2019, and business investment appears to have weakened after a strong third quarter."
gpt-5-mini,codebook,f3d05df240a24a368e290800a0e107e4db7c0bcf7cbe0e471a978918db7cb225,neutral,guidance,,,"Market-based measures of near-term interest rate uncertainty for shorter-term yields remained elevated by historical standards, in part reflecting investors' continued uncertainty about the path of policy rates."
gpt-5-mini,codebook,f3d70c0af43d21daa247470a88e983a09fd97c196ced22a55d7e1faedfc51e16,dovish,growth,,,"However, economic growth in the first quarter of 2025 will likely slow as the intensifying trade conflict weighs on sentiment and activity."
gpt-5-mini,codebook,f3e72aaf6811d2d731eb4b04c0e64aa4e6f713c79b0afb645d65c5a59a378c99,dovish,guidance,,,We will provide the appropriate degree of monetary policy stimulus to support the recovery and achieve the inflation target.
gpt-5-mini,codebook,f3e999c114b85a6b457e730609d798811ee744930bd7cc4878a34d3a6b3ac6f3,neutral,growth,391,85,"Global growth is expected to strengthen over the second half of 2015, averaging about 3 per cent for the year, and accelerate to around 3 1/2 per cent in 2016 and 2017."
gpt-5-mini,codebook,f3fdd9788345a0c245c992dff10abff869fc7038ce3eec6e1f37e12ef8e2d790,hawkish,inflation,,,"With regard to the outlook for monetary policy, participants generally judged that the continued elevated inflation readings together with uncertainty related to the duration and economic implications of the Middle East conflict could necessitate maintaining the current policy stance for longer than previously anticipated."
gpt-5-mini,codebook,f415da0007c0dee7d7c29e2bf0309013bbbe883c96e944f1bd885f3181f87d2d,neutral,inflation,373,211,"However, there is considerable uncertainty about the speed with which this sequence will evolve and how it will be affected by the drop in oil prices."
gpt-5-mini,codebook,f41b3c5adf5596eebe08d47e9e5fc12bb2e9143ad198caecea0e5ac30fb04fcf,neutral,growth,,,Uncertainty about the economic outlook has increased further.
gpt-5-mini,codebook,f43754cfb24821e4c15fda7764a81fba73a050d8afb3078aee26533311302c9e,neutral,guidance,355,147,"Implementation Note issued April 28, 2021"
gpt-5-mini,codebook,f446d54dd9f7b23e5ba171507df9444a981203d9073f2b1f602852cfb58c3726,neutral,guidance,,,"Participants noted that monetary policy would be informed by a wide range of incoming data, the economic outlook, and the balance of risks."
gpt-5-mini,codebook,f45a7124094d1e32eda79b51fd6537a2e46ea945247835aa62cf819cf326bed0,dovish,guidance,402,149,"These actions, which together will increase the Committeeâs holdings of longer-term securities by about $85 billion each month through the end of the year, should put downward pressure on longer-term interest rates, support mortgage markets, and help to make broader financial conditions more accommodative."
gpt-5-mini,codebook,f472375020e784c73f7d3ee70161b97d4d0cbb0962b90a948f59e22e685e9710,neutral,growth,356,82,Measures of consumer and business sentiment have improved of late.
gpt-5-mini,codebook,f4737ecf0a7008280e8d6fb800eb7d094da1754c0b35c425df54e86aba452ba2,neutral,guidance,,,Attended through the discussion of the review of the monetary policy framework.
gpt-5-mini,codebook,f47e1f0d22d10cd70254b797079c024dcef747ec3f55fe6f551ef0cdd6dee8a6,neutral,inflation,367,148,"Total CPI inflation has picked up in recent months but is slightly below expectations, largely because of lower food prices."
gpt-5-mini,codebook,f4854176c615c805aa5aafd1f4733542de25c4984596b08a72d250f7e2e87700,neutral,inflation,,,"In addition, several participants highlighted the fact that market- and survey-based measures of near-term inflation expectations had declined from their peaks in the spring of last year."
gpt-5-mini,codebook,f495a09571e444cbcef3e41dbdf36efe8092d91ec1923e5dd887407340bc709d,dovish,growth,371,276,The federal government’s recently announced measures should help maintain business and household incomes during this second wave of the pandemic and support the recovery.
gpt-5-mini,codebook,f4974cd998813615f1007fa7282dd2812cedb28a8c3f4c98cc6a6aa0a9121592,hawkish,inflation,,,CPI inflation is now expected to average almost 6% in the first half of 2022 and remain well above the control range throughout this year.
gpt-5-mini,codebook,f4a0924c7fcd4dc257e15aa59caafa263412dc7704db6cedc9749c1e4cc9828e,dovish,guidance,,,Many participants indicated that a greater share of Treasury bills could provide the Federal Reserve with more flexibility to accommodate changes in the demand for reserves or changes in nonreserve liabilities and thereby help to maintain an ample level of reserves.
gpt-5-mini,codebook,f4b552dd4e7a391490840826039ec0a9f53663b1bd8874bc4207da6f6d130f30,dovish,inflation,,,"In contrast to prices for core goods, some participants commented that disinflation appeared to be continuing for core services, particularly for housing services."
gpt-5-mini,codebook,f4bcba2bbd074fbe491410d1445459ad7a542f854335f109f624cb4e568dad4b,neutral,growth,,,The trade deficit had been narrowing since March of last year but resumed widening in December and January.
gpt-5-mini,codebook,f4d0f1584cfbaaeed5098a6c13183502198550da5678f22d55ae601171c707e8,neutral,growth,,,"According to the advance estimate, real GDP rose modestly in the first quarter."
gpt-5-mini,codebook,f4db8f74ba145e607d9e97530d12450f681a6273f1b11cbd6eb60807b1310a25,dovish,growth,,,"Participants also noted that recent developments in the banking sector would likely result in tighter credit conditions for households and businesses and weigh on economic activity, hiring, and inflation, though the extent of these effects was highly uncertain."
gpt-5-mini,codebook,f4efeabacf80ad649d0e4408fe5c774a788f84e87267798f9fc61f1068314e5b,dovish,employment,373,276,"The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation."
gpt-5-mini,codebook,f51c1c13bd8eac25454599130c01f31ca5217da1a3e228aa7a919a41ceabc4be,neutral,inflation,373,83,"Inflation in Canada is close to 2 per cent as temporary factors that have been weighing on inflation have largely dissipated, as expected."
gpt-5-mini,codebook,f532ab7d75962d701becf9f74a18f8082666bf53c84d9c16fedc9fde87b60b07,hawkish,inflation,,,"The sharp increase in global energy prices has led to increases in gasoline prices, and this will push up total inflation in the coming months."
gpt-5-mini,codebook,f53d0c6e4a42c97d773cca49c109187689411bbe88414ce2ba6ce28d92265251,hawkish,guidance,405,340,"On balance, yields on intermediate- and longer-term Treasury securities rose about 30 to 45 basis points since the June FOMC meeting, with staff models attributing most of the increase to a rise in term premiums and the remainder to an upward revision in the expected path of short-term rates."
gpt-5-mini,codebook,f54ad3195788fda1854a0435b9680b9e6f3639a023e4dc55980ec7e0bee6f267,dovish,guidance,389,213,The Committee directs the Desk to increase the System Open Market Account holdings of Treasury securities and agency mortgage-backed securities (MBS) in the amounts needed to support the smooth functioning of markets for Treasury securities and agency MBS.
gpt-5-mini,codebook,f54d7ac6fe516773d8ea1d95ac47523627a677eb9d8ec57f0fbce6efaf8e678b,neutral,employment,,,Strong employment gains in recent months were concentrated in hard-to-distance sectors and among workers most affected by lockdowns.
gpt-5-mini,codebook,f55af5fae8cab316eda0624aa292962935ed0ef836bc708afabf46f5f4388db5,neutral,guidance,355,147,"Implementation Note issued May 2, 2018"
gpt-5-mini,codebook,f56b5cbef25419fb3399cde66d5c07f93faef94d34b7ee2c1724fe06e6f141ab,neutral,financial_stability,,,"Global financial conditions, oil prices, and the Canadian dollar are all roughly unchanged since the Bank’s October Monetary Policy Report (MPR)."
gpt-5-mini,codebook,f57cfcf68df2239589c48ef5b824821bbe2b61a26da8322840f5f311ef03e4f8,neutral,growth,379,82,The Bank now estimates growth of 0.3 percent in the fourth quarter of 2019 and 1.3 percent in the first quarter of 2020.
gpt-5-mini,codebook,f588090800f1c0f1e8da24cdd78ee2cbbdf20352f211fbf19b63be492555ff41,neutral,guidance,389,147,"In the context of a projection that is largely unchanged, the Bank’s Governing Council judges that the current stance of monetary policy is still appropriate and maintains the target for the overnight rate at 1/2 per cent."
gpt-5-mini,codebook,f58df3917c11e4bb25e9ad088769d4d7d90c34e17eccbf09a4b22f1be2e3aaaf,neutral,growth,,,Euro area economic growth was flat at the end of the year after contracting in the third quarter.
gpt-5-mini,codebook,f5a21252cd23dc3342d4c7498b2b3ecd7116309c39e9ef7b63bfa03b94a5687b,neutral,growth,368,82,"Overall, the Bank still expects average growth of close to 2 per cent over 2018-2020."
gpt-5-mini,codebook,f5a32094d78ab4cead3747869625ea9bc288381dd1b241b38fae71723efd2cea,hawkish,guidance,,,"At the end of the intermeeting period, the Bank of Japan (BOJ) announced that it would discontinue its policies of a negative short-term interest rate and yield curve control"
gpt-5-mini,codebook,f5b2516f1b6ff6e169aa511b3c34fc1717c29f1b4c185a50061f76c18e5a7f1e,neutral,growth,,,"This was weaker than expected at the time of the January MPR, but mainly because of a larger-than-expected drawdown in inventories."
gpt-5-mini,codebook,f5d22022e527e11a90f2dd441fd5a79e39018ad9376d400153585bb3685ca7e5,hawkish,inflation,,,"With persistent excess demand putting continued upward pressure on many prices, Governing Council decided to increase the policy interest rate by a further 25 basis points."
gpt-5-mini,codebook,f5ebeb95e99b179def11d5e6179bae758a6318e3c3f41aa614359091a481d5db,hawkish,growth,,,"Restrictive monetary policy continues to weigh on household spending, and business investment has weakened alongside slowing domestic and foreign demand."
gpt-5-mini,codebook,f5ee1419d665c464ea194433317d0f8edf80e5e097dc8437a15f822d562073a2,dovish,financial_stability,408,214,"In a related set of actions to support the credit needs of households and businesses, the Federal Reserve announced measures related to the discount window, intraday credit, bank capital and liquidity buffers, reserve requirements, andâin coordination with other central banksâthe U.S. dollar liquidity swap line arrangements."
